ocid,releasedate,buyer_id,buyer,supplier,supplier_id,aw_total_suppliers
ocds-0c46vo-0221-393,2018-05-06 17:37:29.498651+00,,,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-38dc4400-f98b-46fd-b635-0e44200e88d3,2018-12-10 15:08:02+00,,MINISTRY OF DEFENCE : MINISTRY OF DEFENCE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-b39e57a2-05db-4b4c-a7f4-e7968efb592e,2019-03-01 12:15:49+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-582b912f-12ed-4e72-a4b7-61e057cd5aec,2019-01-28 11:17:02+00,LCD047_MOJ_gov,MINISTRY OF JUSTICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-59b4a993-c960-4b2f-b092-15b6f4a48416,2017-08-18 12:00:59+00,,BIRMINGHAM WOMENS AND CHILDRENS HOSPITAL CHARITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-52d73f9d-bfab-4e6d-85f8-284fc422ca24,2018-08-20 15:03:21+00,WSR057_WSRA_gov,WATER SERVICES REGULATION AUTHORITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-2c6a7c17-7265-40b1-b646-7e819dd41708,2018-09-05 12:00:18+00,DES022_DFE_gov,DEPARTMENT FOR EDUCATION,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-b685f58e-566e-4a1b-abc5-f882fd20f37e,2019-08-20 13:24:35+00,,SELLAFIELD LIMITED : DEPARTMENT FOR BUSINESS ENERGY &AMP; INDUSTRIAL STRATEGY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-2a3b4a45-646b-4afe-87de-3c91809d84b8,2019-02-21 11:27:29+00,UKT013_DFIT_gov,DEPARTMENT FOR INTERNATIONAL TRADE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-7133d6f1-ea03-44be-bde7-24a20c5d3285,2019-04-16 09:35:52+00,HOF034_HO_gov,HOME OFFICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-ea39a6f0-e5cc-43f1-89d6-e7daa63e6d57,2018-05-24 09:12:45+00,WSR057_WSRA_gov,WATER SERVICES REGULATION AUTHORITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0133-115535-2019,2019-03-12 00:00:00+00,,NETWORK HOMES LIMITED,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-4511bc45-7b57-4060-b323-b171a53bd864,2018-06-27 16:48:47+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0133-294562-2019,2019-06-25 00:00:00+00,,NORTH OF ENGLAND COMMERCIAL PROCUREMENT COLLABORATIVE (NOE CPC) (HOSTED BY AND ACTING THROUGH LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST.),DELOITTE LLP,OC303675,5
ocds-0c46vo-0001-bf6a9712-8cc2-4507-8e02-998932377757,2017-10-19 16:35:33+00,WSR057_WSRA_gov,WATER SERVICES REGULATION AUTHORITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0133-187482-2019,2019-04-19 00:00:00+00,,"GROUP COMMERCIAL DIRECTORATE, DEPARTMENT FOR TRANSPORT",DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-dbd6f779-a5d9-4c93-833e-9ed365bb923b,2018-05-18 10:56:01+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-ab2d330d-85a5-4281-9403-b24c1d14945f,2017-11-15 23:30:22+00,,YORKSHIRE AND HUMBER POLICE PROCUREMENT (Y&AMP;HPP),DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-6c5ac731-3479-48b6-b78a-508affe1da09,2019-03-20 10:10:29+00,FCO027_FACO_gov,FOREIGN AND COMMONWEALTH OFFICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0133-345548-2019,2019-07-23 00:00:00+00,,BRITISH BROADCASTING CORPORATION,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-18cb1c96-6cbf-4f97-878b-546f65f7cfe3,2017-05-10 15:04:00+00,E5104_TFL_gov,TRANSPORT FOR LONDON,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-e85d5c84-3cd8-46e7-94a6-0c6e61e1ae00,2018-02-13 15:46:30+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-25c60ad5-a06c-4bc1-8184-bf1bc26b6a74,2019-06-27 09:00:43+00,,NOE-CPC,DELOITTE LLP,OC303675,12
ocds-0c46vo-0001-6e5f2490-0a08-43d2-b8cc-23b1fa447e7a,2017-08-02 11:29:52+00,,NHS ARDEN AND GREATER EAST MIDLANDS COMMISSIONING SUPPORT UNIT,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-b554c4ea-c16e-48ad-a426-8532a536e0e0,2017-12-08 11:16:25+00,ONS005_OFNS_gov,OFFICE FOR NATIONAL STATISTICS,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-31db6a3c-d248-4cbb-975f-cd1f82178149,2017-12-21 10:52:07+00,ONS005_OFNS_gov,OFFICE FOR NATIONAL STATISTICS,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-815a3950-2926-4d07-a476-13498acd7d41,2018-01-10 17:09:28+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-937a3ea9-c74e-429f-b470-b42ebc574d1d,2019-08-13 10:18:09+00,,BUSINESS ENERGY AND INDUSTRIAL STRATEGY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-39dced0b-2300-438f-9f90-1372f035ad94,2019-04-02 12:24:48+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0133-375328-2019,2019-08-08 00:00:00+00,,THE COLLABORATIVE PROCUREMENT HUB C.I.C.,DELOITTE LLP,OC303675,1
ocds-0c46vo-0133-375328-2019,2019-08-08 00:00:00+00,,THE COLLABORATIVE PROCUREMENT HUB C.I.C.,DELOITTE LLP,OC303675,1
ocds-0c46vo-0133-375328-2019,2019-08-08 00:00:00+00,,THE COLLABORATIVE PROCUREMENT HUB C.I.C.,DELOITTE LLP,OC303675,1
ocds-0c46vo-0133-375328-2019,2019-08-08 00:00:00+00,,THE COLLABORATIVE PROCUREMENT HUB C.I.C.,DELOITTE LLP,OC303675,1
ocds-0c46vo-0133-375328-2019,2019-08-08 00:00:00+00,,THE COLLABORATIVE PROCUREMENT HUB C.I.C.,DELOITTE LLP,OC303675,1
ocds-0c46vo-0133-375328-2019,2019-08-08 00:00:00+00,,THE COLLABORATIVE PROCUREMENT HUB C.I.C.,DELOITTE LLP,OC303675,1
ocds-0c46vo-0133-375328-2019,2019-08-08 00:00:00+00,,THE COLLABORATIVE PROCUREMENT HUB C.I.C.,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-53e98bef-4e4c-4199-81b3-3fc98e9e0a01,2018-08-06 08:48:22+00,,BRITISH BROADCASTING CORPORATION,DELOITTE LLP,OC303675,25
ocds-0c46vo-0001-1e25edc1-96fe-49fc-a53a-3491225edc14,2019-06-20 12:19:14+00,LCD047_MOJ_gov,MINISTRY OF JUSTICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-f71b338c-b4e4-4213-892d-d1a903225a3d,2017-10-03 14:49:49+00,E5104_TFL_gov,TRANSPORT FOR LONDON,DELOITTE LLP,OC303675,38
ocds-0c46vo-0001-9ed7a94c-a316-4fc9-99b9-be167f329f73,2018-05-29 11:14:08+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-236aa67f-76de-453f-803e-a17c7aac110e,2019-03-20 13:58:19+00,,UNIVERSITY OF SHEFFIELD,DELOITTE LLP,OC303675,4
ocds-0c46vo-0001-62c96df9-9e7f-4ccc-b7cb-584773606896,2019-09-05 08:01:39+00,,"AIR COMMAND, RAF HIGH WYCOMBE : MINISTRY OF DEFENCE",DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-cc851417-d163-42e0-abc3-7ca4c819d672,2018-02-21 11:27:09+00,,UNIVERSITY OF SOUTHAMPTON,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-c54313e3-526c-47a7-a93b-d6d97d76a717,2018-09-07 13:47:35+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-SAQMMA08L2259,2019-11-17 12:16:40.372446+00,,DEPARTMENT OF STATE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-1fbb3dea-cd3f-46c2-a245-edeaed35806d,2019-01-04 15:30:17+00,WSR057_WSRA_gov,WATER SERVICES REGULATION AUTHORITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-9a32bb9e-a8f1-4118-b663-2e7dcec43e6d,2018-05-14 12:44:52+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-37948dbf-f844-4dd3-9cfe-3699d09d14d3,2019-09-05 15:02:08+00,,GOVERNMENT DIGITAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-1eb97eab-f913-49a1-9b67-fed19e42fc39,2017-07-20 15:36:18+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-5b02f2d9-5be1-40e0-9e94-196df6570a04,2019-04-15 15:35:28+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-31e95f5a-2c02-4046-8713-59a19f828d0a,2019-01-31 11:35:38+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-4d82d206-55bf-494a-913e-7e3f2178cdd9,2018-03-14 11:57:27+00,,THE BUSINESS GROWTH HUB LIMITED,DELOITTE LLP,OC303675,1
ocds-0c46vo-0133-098705-2019,2019-03-01 00:00:00+00,,UNIVERSITY OF LEEDS,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-d43f3aad-a677-4b2d-ab45-c3982d6921e4,2018-08-09 09:52:21+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-S5105A09F0004,2019-11-17 15:29:38.81779+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0133-556240-2018,2018-12-18 00:00:00+00,,APUC LIMITED,DELOITTE LLP,OC303675,8
ocds-0c46vo-0001-cf55e549-6f6d-4888-af7f-688d7be2e194,2018-09-10 17:13:03+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-a0a4acb5-ea76-4b9f-98c2-3f0d1546810c,2018-12-21 10:23:30+00,FSA026_FSA_gov,FOOD STANDARDS AGENCY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-3ee8e930-c9ca-4a72-8fc0-beb69482e5ec,2017-02-01 10:04:55+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-038868ef-ce80-42d8-b3a9-1c913985d3cf,2019-06-21 12:05:18+00,,DEPARTMENT FOR TRANSPORT : DEPARTMENT FOR TRANSPORT,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-N0018919FZ296,2019-11-16 04:08:48.210154+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-8c3855f8-dfea-4bc8-9729-97a9110f18e6,2017-01-18 11:16:01+00,,WEST YORKSHIRE COMBINED AUTHORITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0133-189668-2017,2017-05-19 00:00:00+00,,ESPO LTD,DELOITTE LLP,OC303675,28
ocds-0c46vo-0133-189668-2017,2017-05-19 00:00:00+00,,ESPO LTD,DELOITTE LLP,OC303675,22
ocds-0c46vo-0133-189668-2017,2017-05-19 00:00:00+00,,ESPO LTD,DELOITTE LLP,OC303675,13
ocds-0c46vo-0133-189668-2017,2017-05-19 00:00:00+00,,ESPO LTD,DELOITTE LLP,OC303675,23
ocds-0c46vo-0133-189668-2017,2017-05-19 00:00:00+00,,ESPO LTD,DELOITTE LLP,OC303675,20
ocds-0c46vo-0001-20f89360-6b86-4346-86bf-ad940a135b4c,2018-09-05 08:54:56+00,DPM085_MFHCALG_gov,MINISTRY OF HOUSING COMMUNITIES AND LOCAL GOVERNMENT,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-1c6b7f3e-1f56-4991-8007-fe98bd844ceb,2018-09-05 09:02:07+00,DPM085_MFHCALG_gov,MINISTRY OF HOUSING COMMUNITIES AND LOCAL GOVERNMENT,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-2e4a628f-5b17-4073-9803-68f953d77a94,2019-01-02 09:40:04+00,DWP032_DFWAP_gov,DEPARTMENT FOR WORK AND PENSIONS,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-eba3ad21-d6be-4306-8628-bec7318e9c89,2019-03-01 15:30:26+00,,UNIVERSITY OF LEEDS,DELOITTE LLP,OC303675,2
ocds-0c46vo-0001-af9c79b7-d587-48e0-a66c-5c6c2995cc37,2019-06-26 09:05:54+00,,CABINET OFFICE : CABINET OFFICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-312bfb57-123a-47e0-b8de-fbf01610f28a,2018-05-22 09:11:56+00,DID030_DFID_gov,DEPARTMENT FOR INTERNATIONAL DEVELOPMENT,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-0044f0b3-f393-498a-a6a8-f338c505e461,2017-01-06 17:24:13+00,HMR041_VOA_gov,VALUATION OFFICE AGENCY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-413d904b-a691-4a02-bb97-898bb7b5d459,2019-09-09 10:07:57+00,,CABINET OFFICE : CABINET OFFICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0133-237577-2017,2017-06-22 00:00:00+00,,THE UNIVERSITY OF MANCHESTER,DELOITTE LLP,OC303675,1
ocds-0c46vo-0133-115615-2018,2018-03-15 00:00:00+00,FCO027_FACO_gov,FOREIGN AND COMMONWEALTH OFFICE,DELOITTE LLP,OC303675,20
ocds-0c46vo-0133-115615-2018,2018-03-15 00:00:00+00,FCO027_FACO_gov,FOREIGN AND COMMONWEALTH OFFICE,DELOITTE LLP,OC303675,19
ocds-0c46vo-0133-115615-2018,2018-03-15 00:00:00+00,FCO027_FACO_gov,FOREIGN AND COMMONWEALTH OFFICE,DELOITTE LLP,OC303675,26
ocds-0c46vo-0133-115615-2018,2018-03-15 00:00:00+00,FCO027_FACO_gov,FOREIGN AND COMMONWEALTH OFFICE,DELOITTE LLP,OC303675,15
ocds-0c46vo-0133-115615-2018,2018-03-15 00:00:00+00,FCO027_FACO_gov,FOREIGN AND COMMONWEALTH OFFICE,DELOITTE LLP,OC303675,20
ocds-0c46vo-0133-115615-2018,2018-03-15 00:00:00+00,FCO027_FACO_gov,FOREIGN AND COMMONWEALTH OFFICE,DELOITTE LLP,OC303675,17
ocds-0c46vo-0133-115615-2018,2018-03-15 00:00:00+00,FCO027_FACO_gov,FOREIGN AND COMMONWEALTH OFFICE,DELOITTE LLP,OC303675,22
ocds-0c46vo-0133-115615-2018,2018-03-15 00:00:00+00,FCO027_FACO_gov,FOREIGN AND COMMONWEALTH OFFICE,DELOITTE LLP,OC303675,23
ocds-0c46vo-0133-115615-2018,2018-03-15 00:00:00+00,FCO027_FACO_gov,FOREIGN AND COMMONWEALTH OFFICE,DELOITTE LLP,OC303675,12
ocds-0c46vo-0133-115615-2018,2018-03-15 00:00:00+00,FCO027_FACO_gov,FOREIGN AND COMMONWEALTH OFFICE,DELOITTE LLP,OC303675,20
ocds-0c46vo-0133-115615-2018,2018-03-15 00:00:00+00,FCO027_FACO_gov,FOREIGN AND COMMONWEALTH OFFICE,DELOITTE LLP,OC303675,18
ocds-0c46vo-0001-2d691813-d47b-42b8-8208-7a245b91fed6,2017-12-07 16:38:46+00,,BASINGSTOKE &AMP; DEANE BOROUGH COUNCIL,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HC102808F2075,2019-11-17 09:18:05.442652+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-b02be9ed-c931-42bb-8d58-a8075d56dfd1,2018-05-21 13:10:39+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-1b114a9d-8268-4a9d-81cc-5ebd4d1697fa,2018-07-18 14:30:34+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,23
ocds-0c46vo-0384-SP060009C5923,2019-11-17 17:16:57.90975+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0133-162440-2018,2018-04-14 00:00:00+00,FCA087_FCA_gov,FINANCIAL CONDUCT AUTHORITY,DELOITTE LLP,OC303675,13
ocds-0c46vo-0133-162440-2018,2018-04-14 00:00:00+00,FCA087_FCA_gov,FINANCIAL CONDUCT AUTHORITY,DELOITTE LLP,OC303675,12
ocds-0c46vo-0001-dfb8b8e4-a03f-470e-810c-058b735c66d9,2018-01-30 13:32:37+00,HOF034_HO_gov,HOME OFFICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-96e36766-548e-4a8b-b758-48d98049a5c7,2017-07-13 11:47:20+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0133-362882-2018,2018-08-18 00:00:00+00,,NATIONAL PROCUREMENT SERVICE (WELSH GOVERNMENT),DELOITTE LLP,OC303675,6
ocds-0c46vo-0133-362882-2018,2018-08-18 00:00:00+00,,NATIONAL PROCUREMENT SERVICE (WELSH GOVERNMENT),DELOITTE LLP,OC303675,7
ocds-0c46vo-0133-362882-2018,2018-08-18 00:00:00+00,,NATIONAL PROCUREMENT SERVICE (WELSH GOVERNMENT),DELOITTE LLP,OC303675,5
ocds-0c46vo-0133-362882-2018,2018-08-18 00:00:00+00,,NATIONAL PROCUREMENT SERVICE (WELSH GOVERNMENT),DELOITTE LLP,OC303675,4
ocds-0c46vo-0133-362882-2018,2018-08-18 00:00:00+00,,NATIONAL PROCUREMENT SERVICE (WELSH GOVERNMENT),DELOITTE LLP,OC303675,4
ocds-0c46vo-0001-772e6acd-a41a-4857-b0b6-5e6af2fd0a94,2018-02-06 16:16:36+00,HOF034_HO_gov,HOME OFFICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-4a91bc40-8547-4f4e-874d-7f1dfafddef8,2018-06-29 16:28:18+00,E0102_BCC_gov,BRISTOL CITY COUNCIL,DELOITTE LLP,OC303675,1
ocds-0c46vo-0133-240506-2017,2017-06-24 00:00:00+00,,PUBLIC SECTOR AUDIT APPOINTMENTS LIMITED,DELOITTE LLP,OC303675,1
ocds-0c46vo-0133-303509-2018,2018-07-13 00:00:00+00,,DEPARTMENT OF EDUCATION LTD,DELOITTE LLP,OC303675,1
ocds-0c46vo-0133-219553-2018,2018-05-23 00:00:00+00,DID030_DFID_gov,DEPARTMENT FOR INTERNATIONAL DEVELOPMENT,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-abbcc271-c89c-4650-868b-3557c27ead3f,2019-01-08 16:27:34+00,WSR057_WSRA_gov,WATER SERVICES REGULATION AUTHORITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-75P00119F37024,2019-11-12 02:44:07.772309+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-7b65cc8c-966c-44df-8fdd-f99a8d51d8e0,2019-05-02 13:09:02+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HR03,2019-11-12 02:47:22.913867+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0133-354913-2017,2017-09-09 00:00:00+00,,GENTOO GROUP LIMITED,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70CMSD19FR0000008,2019-11-16 06:39:12.837401+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-52804300-03f5-4d83-a23a-e94a1c9b79f5,2018-12-18 11:33:53+00,,CABINET OFFICE : CABINET OFFICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0133-233468-2018,2018-05-31 00:00:00+00,,NETWORK RAIL INFRASTRUCTURE LIMITED,DELOITTE LLP,OC303675,10
ocds-0c46vo-0133-233468-2018,2018-05-31 00:00:00+00,,NETWORK RAIL INFRASTRUCTURE LIMITED,DELOITTE LLP,OC303675,10
ocds-0c46vo-0133-233468-2018,2018-05-31 00:00:00+00,,NETWORK RAIL INFRASTRUCTURE LIMITED,DELOITTE LLP,OC303675,10
ocds-0c46vo-0384-W81XWH10F0317,2019-11-17 22:35:08.506509+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-7fbdc77d-21fe-4635-8fdd-481691fa34a0,2018-02-28 08:43:11+00,E4404_SCC_gov,SHEFFIELD CITY COUNCIL,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-698cb47a-e02c-4970-8b9e-4a11c06b1f44,2019-04-02 10:52:59+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-4e3635b6-7ea1-453f-932c-020c5a3247e6,2019-05-29 11:16:47+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-34761e90-6951-474a-a5bf-a6ff92686fe0,2019-06-07 15:17:19+00,,SUBMARINE DELIVERY AGENCY (SDA) : MINISTRY OF DEFENCE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-f3fad73b-46d9-4df2-adf5-2ea30b179c33,2018-05-31 10:06:11+00,,THIRTEEN HOUSING GROUP LIMITED,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-f40a3819-4326-4862-97e4-cac26d060e42,2019-07-22 12:07:02+00,EFR003_DFEFARA_gov,"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-1b851679-e3c2-4b7c-a1e7-751e6711dd5a,2019-07-23 13:29:21+00,,BRITISH BROADCASTING CORPORATION,DELOITTE LLP,OC303675,8
ocds-0c46vo-0001-17dde2a2-ec99-417a-bfe5-ec3194209c66,2019-08-15 14:01:59+00,,ARMY HQ (ANDOVER) : MINISTRY OF DEFENCE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-f578f92e-cf8d-46e0-9426-75cda26b0010,2019-08-13 12:17:00+00,,DEPARTMENT FOR TRANSPORT : DEPARTMENT FOR TRANSPORT,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-4b02cee4-f25e-4258-994e-4ce9af33ed2d,2019-08-12 13:47:23+00,DWP032_DFWAP_gov,DEPARTMENT FOR WORK AND PENSIONS,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HSTS0408FCT8600,2019-11-17 13:04:27.716769+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-21aa3e34-3eff-4489-86c3-688d0a0da2e3,2019-02-26 11:22:05+00,,CABINET OFFICE : CABINET OFFICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-SP470509F0040,2019-11-17 15:09:01.507998+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-SAQMMA08L1070,2019-11-17 09:14:34.787387+00,,DEPARTMENT OF STATE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-074e7c5c-0316-4810-9fb4-95b1b178a5d4,2019-05-22 11:12:28+00,HOF034_HO_gov,HOME OFFICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-2c949d70-404a-4e75-9e71-7476ac0c7a14,2018-02-01 14:56:21+00,ONS005_OFNS_gov,OFFICE FOR NATIONAL STATISTICS,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-f6cea134-f1ff-40f2-b28b-7d98a567e621,2018-07-30 14:07:21+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HQ003406F1167,2019-11-17 03:28:47.410783+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-INDA0900010003,2019-11-17 19:02:17.055985+00,,DEPARTMENT OF AGRICULTURE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HSCEEH09J00014,2019-11-17 16:56:56.823118+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0353-JUN299382,2019-06-25 00:00:00+00,,NORTH OF ENGLAND COMMERCIAL PROCUREMENT COLLABORATIVE (NOE CPC) (HOSTED BY AND ACTING THROUGH LEEDS,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-75D30120F07052,2019-11-16 10:41:35.517379+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-d75867c3-4d7b-4e10-babf-195f28eccd27,2019-10-04 11:43:57+00,,BLOOD SERVICES SOUTH WEST,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-AG3187D090256,2019-11-19 21:23:35.354211+00,,DEPARTMENT OF AGRICULTURE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-6b69912a-8f45-479d-9165-803d6449246e,2019-11-19 14:48:03+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-c086a6ed-2c3b-40a5-aad5-c3c64e4e0e58,2019-11-19 11:22:37+00,,BORDER TO COAST PENSIONS PARTNERSHIP LTD,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-077d61f8-13e6-46b2-a48e-e69c2e5c4fe5,2019-10-15 09:31:15+00,UKT013_DFIT_gov,DEPARTMENT FOR INTERNATIONAL TRADE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-744a8016-57b2-4d66-a2e9-1382c7f10834,2019-11-20 13:46:39+00,,CABINET OFFICE : CABINET OFFICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-3dfac7e7-f843-4c46-8b88-21ee274b6af8,2019-10-23 15:15:14+00,,MINISTRY OF DEFENCE : MINISTRY OF DEFENCE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-704c0d84-28fb-47de-846f-7759f9353fd2,2019-10-24 15:21:33+00,,HOME OFFICE : HOME OFFICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-cf14120f-39f4-434a-9e3b-1e15685e234e,2019-10-25 09:09:35+00,,CABINET OFFICE : CABINET OFFICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-28971084-c01f-4cc2-a48c-868fc2b82bfe,2019-10-25 09:59:11+00,,CROWN COMMERCIAL SERVICE : CABINET OFFICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-4152405c-449d-408d-8750-730c2f924431,2019-10-28 11:22:33+00,,HS2 LTD,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-75D30120F07097,2019-11-25 10:52:30.623289+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
